tokens,IOB_tag
"['this', 'section', 'of', 'the', 'specification', 'give', 'detail', 'feature', 'of', 'core', 'requirement', ',', 'while', 'section', '5', '-', 'these', 'EIRENE', '70ms', 'shall', '6', ']', ']', 'to', 'the', 'mobile', 'of', 'the', 'talk', 'subscriber', 'only', 'if', 'it', 'have', 'receive', '[', 'Index', ',', '515', 'set', '-', 'parameter', 'message', 'with', 'the', 'attribute', 'the', '""', '-', 'ATT', '=']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 4, 4, 0]"
"['o', 'card', '.']","[0, 0, 0]"
"['compatibility', 'view', ',', 'information', 'contact', 'configure', ',', 'profile', 'their', 'customer', 'store', 'to', 'account', 'create', 'to', 'able', 'be', 'their', 'will', 'purchase', ',', 'log', 'and', ',', 'in', 'log', ',', 'register', 'history', 'to', 'be', 'will']","[0, 0, 0, 4, 3, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
"['the', 'themas', 'system', 'shall', 'determine', 'wh', 'en', 'a', 'reported', 'temperature', 'or', 'a', 'change', '.', 'identify']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0]"
"['if', '.', 'selection', 'Menu', 'game', 'the']","[0, 0, 0, 0, 1, 0]"
"['to', '.', ')', '.']","[0, 0, 0, 0]"
"['in', 'of', 'the', 'system', 'and', 'to', 'prevent', 'intrusion', 'from', 'the', 'wide', 'area', 'network', 'into', 'the', 'Gemini', '8', 'm', 'Telescopes', '.', 'be', 'part', 'destructive']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['it', '.', 'site', 'off-', 'also', 'eavesdropping', 'telescope', 'of', 'control', 'with', ',', 'operation', 'telescope', 'remote', 'and', 'the', ',', 'monitoring', ',', 'however', ',', 'observation', 'during', 'site', '-', 'on', 'staff', 'support', 'be', 'always', 'will', 'there']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0]"
"['the', '.', 'tool', 'help', 'online', 'the', 'through', 'tool', 'user', 'to', 'system', ']', 'name', 'system', '[', 'the', 'the', 'shall', 'help', 'the', '.', 'tool', 'help', 'online', 'the', 'through', 'material', 'topic', 'specific', 'find', 'quickly', 'to', 'user', 'the', 'to']","[0, 0, 2, 2, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0]"
['design'],[0]
"['none', 'record', '.', 'start', 'the', 'since', 'time', ';', 'start', 'the', 'since', 'movement', 'block', 'of', 'number', ':', 'game', 'the', 'during', 'record', 'be', 'statistic', 'follow', 'user']","[0, 0, 0, 4, 4, 4, 3, 0, 4, 4, 4, 4, 4, 4, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
"['the', 'transmit', 'shall', 'equipment', 'to', 'be', 'drive', 'backwards', 'for', 'a', 'certain', 'distance', 'define', 'by', 'national', 'value']","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 4]"
"['at', '.', 'responsibility', 'and', 'control', 'it', 'of', 'single', 'a', 'establish', 'to', 'rather', 'but', 'way', 'any', 'point', 'be', 'not', 'clear', 'status', 'operational', 'the', 'change', 'to', 'able', 'be', 'shall']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0]"
"['the', '.', 'Safari', 'and', ',', 'Firefox', ',', 'Explorer', 'have', 'Internet', 'for', ',', 'browser', 'web', 'different', 'with', 'work', 'will', 'it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0]"
"['voucher', 'creation', '–', 'the', 'voucher', 'number', 'be', 'system', 'generate', 'and', 'create', 'entire', 'VSP', 'by', 'agree', 'file', 'office', 'will', 'validate', 'the', 'claim', 'form', 'manually', 'and', 'through', 'system', ',', ';', 'the', 'if', 'of', 'mandatory', 'information', 'be', 'miss', 'or', 'any', 'FALSE', 'information', 'be', 'exist', 'then', 'the', 'any', ';', ',', 'database', 'Lab', 'Test', 'and', 'drug', ')', 'of', 'the', 'patient', 'be', 'call', 'a', 'claim', ',', ';', 'the', 'VSP', 'will', 'submit', 'the', 'claim', 'to', 'VMIU', 'field', 'office', 'to', 'enter', 'those', 'into', 'the', 'field', 'office', 'will', 'reject', 'return', 'the', 'claim', 'with', 'satisfactory', 'detail', ',', 'the', 'claim', 'will', 'be', 'enter', 'on', 'to', 'the', 'system', ',', 'in', 'the', 'following', 'month', '’s', 'batch', ';', 'base', 'on', 'the', 'payment', 'term', 'VSP', 'Client', 'the', ',', 'the', 'claim', 'back', 'to', 'VSP', 'and', 'the', 'system', 'will', 'keep', 'those', 'claim', 'in', 'a', 'quarantine', 'area', ';', 'the', 'quarantine', 'form', 'will', 'be', 'send', 'back', 'to', 'the', 'VSP', 'for', 'verification', 'if', 'stick', ';', 'sale', 'syndrome', 'of', 'urethral', 'discharge', ';', 'abnormal', 'vaginal', 'discharge', ';', 'genital', 'ulcer', ';', 'inguinal', 'the', 'bubo', 'Ophthalmia', 'neonatorum', ';', 'acute', 'scrotal', 'swell', ';', 'Pelvic', 'inflammatory', 'disease', '.']","[1, 2, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['[', 'en', 'may']","[0, 0, 0]"
"['Lab', '.', 'Description', 'Diagnosis', ';', 'Code', 'Diagnosis', ';', 'Master', 'Master', 'Code', 'Drug', ';', 'follow', 'with', 'Master']","[3, 0, 4, 3, 0, 4, 3, 0, 4, 4, 4, 3, 0, 0, 0, 0]"
"['this', 'be', 'similar', 'to', 'be', ':', 'different', 'science', 'program', 'in', 'use', 'at', 'each', 'CAT', 'which', 'have', 'complex', 'associate', 'datum', 'acquisition', 'and', 'reduction', 'routine', 'concern', 'of', 'of']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['since', 'the', 'Gemini', 'software', 'will', 'be', 'develop', 'in', 'stage', 'be', '90', 'to', 'design', 'its', 'documentation', 'must', 'be', 'develop', 'with', 'this', 'expandability', 'and', 'in', ',', 'use', 'general', 'industry', 'standard', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'system', 'should', 'be', 'develop', 'system', 'to', 'deploy', 'in', 'a', '3', '-', 'tier', 'datacenter', 'architecture', 'be', 'and', ')', 'SOA', 'be', 'design', 'in', 'manner', 'that', 'operational', 'datum', 'be', 'should', 'not', 'in', 'case', 'of', 'any', 'failure', 'of', 'equipment', 'or', 'lose', 'communication', 'system', 'interface', 'extension', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'system', 'future', 'will', 'control', 'the', 'existence', 'of', 'fraud', 'in', 'claim', 'and', 'will', 'help', 'the', 'service', 'provider', 'also', 'the', 'for', 'plan', 'process', 'to', 'maximize', 'the', 'quality', 'of', 'the', 'project', 'to', 'understand', 'the', 'progress', 'and', 'timely', 'out', 'come', 'of', 'the', 'project', 'to', 'take', 'necessary', 'step', 'by', 'the', 'MSIU', 'Admin', 'team', 'to', 'to', 'manual', 'reach', 'payment', 'the', 'system', 'easy', 'for', 'understanding', ',', 'developing', ',', 'testing', 'and', 'to', 'implement', '.', 'make']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'this', 'be', 'to', 'ﬂush', 'buffer', 'associate', 'with', 'this', 'route', 'command']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['give', '.', 'at', 'any', 'give', 'time', '.']","[0, 0, 0, 0, 0, 0, 0]"
"['it', 'on', 'shall', 'be', 'possible', ',', 'to', 'allow', 'the', 'also', 'information', 'send', 'to', 'shall', 'be', 'capable', 'of', 'receive', 'track', 'description', 'from', 'the', 'trackside', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 1, 0]"
"['the', 'fix', 'patch', 'organization', 'our', 'with', 'feature', 'and', 'enhancement', 'future', 'and', 'on', 'shall']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['it', 'should', 'be', 'recognize', 'that', 'such', 'to', 'operational', 'at', 'on', 'to', 'change', 'in', 'weather', 'and', 'other', 'condition', 'by', 'react', 'allocate', 'current', 'use', 'of', 'the', 'telescope', 'to', 'the', 'optimal', 'the', 'of', 'possibility', 'the', ',', 'any', 'time', 'the', 'user', 'be', 'allow', 'to', 'break', 'a', 'sequence', ',', 'etc', '.', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['ICT', 'accessibility', ':', 'ISO', '9241', '-', '20', 'shall', 'be', 'the', 'the', 'equivalent', 'textual', 'description', 'alternative', 'access', 'path', 'for', 'navigate', 'to', 'a', ':', 'specific', 'of', 'content', 'should', 'be', 'offer', 'to', 'support', 'unit', 'path', 'access', 'alternative', 'the', 'navigation', 'structure', 'and', 'of', 'the', 'current', 'segment', 'position', 'with', 'respect', 'to', 'the', 'overall', 'structure', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['this', 'GSM', 'service', 'specification', 'to', 'be', 'implement', 'in', 'order', 'to', 'achieve', 'be', ',', 'requirement', 'different', 'communication', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'system', 'will', 'capture', 'the', 'follow', 'information', 'during', 'the', 'rate', 'Treatment', ')', 'number', 'be', 'mandatory', 'during', 'the', 'sale', 'return', 'Distributor', 'Name', '-', 'will', 'information', 'list', 'Distributor', 'Master', ';', 'Sales', 'Man', 'Name', '-', 'will', 'list', 'from', 'from', 'above']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0]"
"['protection', 'must', 'also', 'clearly', 'user', 'to', 'the', 'of', 'node', ',', 'which', 'be', 'deﬁne', 'as', 'the', 'term', 'number', 'workstation', ',', 'or', 'in', 'term', 'of', 'user', ',', 'of', 'in', 'express', 'be', 'current', 'operation', 'level', 'and', 'check', 'the', 'compatibility', 'between', 'subsystem', 'in', 'different', 'mode', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0]"
"['a', 'maximum', 'of', '12', 'digit', 'may', 'be', 'information', 'require', 'time', 'setup', 'ISDN', 'connection', ')', 'must', 'take', 'less', 'than', 'send', '250ms']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['engineering', 'Logging', ';', 'it', 'available', 'to', 'external', 'software', 'package', 'for', 'analysis', ';', 'long', '-', 'term', 'logging', 'of', 'engineering', 'datum', 'must', 'be', 'possible', 'at', 'be', 'the', 'must']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['EIRENE', 'operator', 'network', ';', 'controller', 'equipment', ';', 'specialise', 'overall', 'railway', '(', 'eg', 'train', 'control', 'system', ')', '.', 'system', 'public', 'safety', 'the', 'GSM', 'capability', ',', 'a', 'direct', 'mode', 'capability', 'may', 'be', 'provide', 'for', 'railway', 'mobile', 'for', 'set', 'a', 'to', 'addition', 'in', 'transmission', 'link', 'between', 'train', '-', 'bear', 'and', 'of', 'trackside', '/', 'ETCS', 'application', '.']","[0, 2, 2, 0, 1, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 3, 2, 2, 2, 0]"
"['frequently', ',', 'however', 'page', 'iso', ',', 'one', 'the', 'different', 'page', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['(', 'bi', '-', 'directional', 'trafﬁc', ')']","[0, 0, 0, 0, 0, 0]"
"['datum', 'jurisdiction', 'church', ',', 'e.g.', '(', 'people', 'of', 'gathering', 'private', 'or', 'public', 'any', 'about', 'datum', 'capture', 'to', 'capability', 'the', 'have', 'must', 'social', 'OM', ',', 'game', 'etc', ',', 'event', 'the', 'of', 'nature', ',', 'location', ',', 'time', ':', 'include', ',', 'investigation', 'OM', 'an', 'in', 'involve', ')', 'ball', '.', 'support', '.', 'any', 'about', 'datum', 'capture', 'to', 'capability', 'the', 'have', 'must', 'OM', 'support']","[3, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', '.', 'available']","[0, 0, 0]"
"['section', '.', 'capability', 'COE', 'DII', 'the', 'for', 'database', ')', 'remote', 'and', 'local', '(', 'distribute', 'to', 'access', 'for', 'function', 'management', 'datum', 'provide', 'also', 'service']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['many', 'site', 'contribute', 'custom', 'CA', 'client', 'tool', 'as', 'this', 'generally', 'involve', 'C', 'or', 'C++', 'programming', 'under', 'Alamos', 'item', 'Los', 'group', 'Los', 'Alamos', 'AOT-8', 'ofﬁce', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', '.', 'Telescopes', 'm', '8', 'Gemini', 'the', 'on', 'provide', 'be', 'to', 'have', 'possibility']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
['t.'],[0]
"['Customer', '.', 'register', 'to', 'be', 'to', 'the', 'the', 'and', 'email', 'her', '/', 'his', 'for', 'initiate', 'customer', 'prompt']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0]"
"['information', '.', 'document', 'this', 'of', 'other', 'Exchange', 'facility', 'be', 'the', 'and', ',', 'number', 'tracking', 'shipment', ',', ')', 'FedEx', ',', 'UPS', ',', 'e.g.', '(', 'shipper', 'the', 'include', ',', 'collect', 'must', 'send', 'Data', 'Integration', 'a', 'for', 'request', 'test', 'laboratory', 'a', 'create', 'to', 'able', 'be', 'must', 'OM', 'support']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'onboard', 'equipment', 'shall', 'display', 'plain', 'text', 'message', 'as', 'receive', '.']","[0, 1, 2, 0, 0, 1, 2, 2, 0, 0, 0]"
"['a', 'measure', 'of', 'fault', 'restart', 'of', 'after', 'failure']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['all', '.', 'home', 'the', 'within', 'distribution', 'video', 'author', 'on', 'http://www.surfthechannel.com', 'http://www.bbc.co.uk/iplayer/', 'series', 'a', 'in', 'identify', 'be', 'product', 'a', 'such', 'for', 'demand', 'the', 'to', 'due', 'about', ';', 'come']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'system', 'table', 'to', 'find', 'the', 'user', 'and', 'verify', 'the', 'user', '’s', 'existence', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
"['for', 'example', 'model', 'all', 'in', 'Gemini', 'the', 'use', 'of', 'the', 'telescope', 'simulator', 'during', 'science', 'in', 'planning', 'but', 'in', 'maintenance', 'and', 'testing', 'as', 'well', '.', ',', 'only', 'not', 'useful', 'system', 'mean', 'that', 'the', 'integrate', 'system', 'can', 'be', 'test', 'and', 'develop', 'independently', 'of', 'the', 'target', 'hardware', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['example', '.', 'result', 'laboratory', 'about', 'datum', 'store', 'date', 'e.g.', 'and', ',', 'sample', '/', 'speciman', 'the', 'of', 'testing', 'the', 'in', 'involve', 'organization', 'each', 'for', 'datum', ',', ')', 'LOINC', '(', 'type', 'test', 'time', 'must', 'sample', 'record']","[0, 0, 2, 1, 0, 3, 0, 4, 0, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 4, 3, 4, 0, 2, 2]"
"['administrator', '.', 'f.administrator', ';', 'subsystem', 'of', 'upgrading', 'and', ',', 'configuring', 'system', 'as', 'an', 'integrate', 'modification', 'system', 'and', ',', 'time', '-', 'down', 'maintenance', ',', 'change', ',', 'scheduling', 'appropriate', 'determine', 'to', 'user', 'other', 'with', 'work']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 4, 4, 4, 3, 0, 4, 0, 4, 0, 0, 0, 1, 0, 0, 0]"
"['the', 'communication', 'for', 'interface', 'present', 'a', 'well', '-', 'design', 'development', 'environment', ',', 'and', 'include', '-', 'support', 'for', 'VxWorks', 'development', ',', 'if', 'need', 'cross', 'standard', 'software', 'speciﬁed', 'the', 'development', 'system', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
"['the', 'Salesman', 'master', 'should', 'capture', 'follow', 'information', '’s', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['the', 'Experimental', 'Physics', 'and', 'Industrial', 'Control', 'System', '(', 'EPICS', ')', 'toolkit', 'be', 'the', 'foundation', 'of', 'the', 'Gemini', 'interface', 'Gemini', 'possible', 'in', 'the', 'Electronic', 'Design', 'Speciﬁcation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['(', 'developed', 'down', 'software', ';', 'all', 'additional', 'datum', 'that', 'be', 'not', 'require', ')', 'for', 'database', 'these', 'across', 'the', 'ioc', 'for', 'those', 'system', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
['on'],[0]
"['the', 'solution', 'the', 'material', 'application']","[0, 0, 0, 0, 0]"
"['this', 'location', 'calculate', 'shall']","[0, 3, 0, 0]"
"['(', 'shall', 'indication', 'visual', 'and', 'audible', 'an', 'successful', 'not', 'be', 'registration', 'if', ')', 'M']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['cost', 'in', 'dollar', 'and', ';', 'character', 'alphabetic', '100', 'maximum', ';', 'item', 'select', 'the', 'of', 'description', 'special', '=', 'description', 'Text', ';', 'cent', 'presently', 'code', 'in', ';', 'character', '20', 'maximum', ';', 'address', 'above', 'the', 'alphabetic', 'for', 'the', 'of', 'name', '=', 'City', ';', 'customer', 'city', 'the', 'string', 'state', ';', 'string', 'alphabetic', 'character', '20', 'maximum', ';', ';', 'city', 'the', 'for', 'state', 'the', 'of', 'name', '=', 'above', 'of']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
"['(', 'i', ')', 'the', 'network', 'shall', 'terminate', 'the', 'ongoing', 'VGCS', '/', 'VBS', 'call', 'if', ']', ']', '5', '[', 'VBS', 'call', 'base', 'on', 'DTMF', 'signal']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0]"
"['it', 'SetStatus', ';']","[0, 0, 0]"
"['this', 'include', 'remote', 'observing', ',', 'remote', 'control', 'of', 'telescope', ',', ',', 'that', 'it', 'expect', 'bandwidth', 'consideration', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'System', 'must', 'employ', 'a', 'single', 'set', 'for', 'which', 'the', '.', 'customizable', 'or', 'user', '-', 'configurable', 'to', 'the', 'make', 'extent', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['detail', 'of', 'these', 'with', 'standard', 'be', 'find', 'in', 'the', 'Software', 'Programming', 'Standards', 'document', 'can', ',', 'VxWorks', 'be', 'operating', 'system', 'be', 'Unix', ',', 'currently', 'baseline', 'as', 'Solaris', '2.3', 'or', 'above', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['writing', 'style', ':', 'the', 'reading', 'and', 'understanding', 'of', '.', 'the', 'content', 'on', 'the', 'screen', 'should', 'be', 'support', 'by', 'textual', 'suitable', 'readability', 'to', ':', 'the', 'quality', 'of', 'textual', 'content', 'with', 'respect', 'impede', 'to', 'and', 'grammar', 'should', 'be', 'sufficient', 'so', 'as', 'not', 'spelling']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['have', 'supportability', 'below', 'by', 'address', 'be', 'Steven', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
['this'],[0]
"['the', '/', 'Mellor', 'approach', 'to', 'develop', 'real', '-', 'time', 'Ward', 'be', 'software', 'support', 'failure', 'of', 'one', 'subsystem', 'should', 'not', 'affect', 'other', ',', 'work', ',', 'subsystem', ',', 'include', 'communication', 'link', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['(', '.', 'UUS1', 'use', 'network', 'Activation', 'shall', '2', 'priority', 'radio', 'the', ',', 'request', ""'"", 'area', 'in', 'driver', 'other', 'call', ""'"", 'a', 'of', 'receipt', 'on', 'shall', 'initiate', 'a', 'group', 'emlpp', 'with', ')', '9', 'section', 'see', '(', 'level', 'identification', ""'"", 'train', 'all', ""'"", 'the', 'use', 'call', 'group', ')', 'cause', 'radio', 'it', ',', 'wiring', 'train', '-', 'on', 'by', 'connect', 'not', 'be', 'vehicle', 'these']","[0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 4, 4, 0, 1, 0, 0, 0, 0, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['train', 'datum', 'shall', 'be', 'enter', 'before', 'DMI', 'Data', 'all', 'store', 'area', 'once', 'receive', 'onboard', 'the', 'national', 'define', 'value', 'remain', 'valid', 'even', 'if', 'the', 'onboard', 'shall', 'a', 'to', 'applicable', 'receive', 'national', 'value', 'from', 'the', 'trackside', 'to', 'adapt', 'to', 'national', 'requirement', 'national', 'value', 'shall', 'be', 'equipment', 'in', 'be', 'off', 'use', 'by', 'the', 'onboard', 'equipment', '.', 'be']","[3, 4, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 3, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]"
