tokens,IOB_tag
"['.', 'organism', 'set', 'other', ',', 'event', ',', 'conveyance', ',', 'object', ',', 'animal', ',', 'or', 'should', 'the', 'to', ',', 'spreadsheet', ',', 'message', ',', 'and', 'text', 'file', ',', 'among', 'other', 'Data', 'exchange', 'should', 'support', 'analysis', 'and', 'information', 'sharing', 'database', 'of', 'as', ',', 'treatment', ')', 'by', 'system', 'support', 'OM', '.', 'system']","['O', 'B-class', 'O', 'O', 'O', 'B-class', 'O', 'B-class', 'O', 'B-class', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'B-class', 'O', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'B-class']"
"['principle', 'of', 'human', 'on', 'perception', 'design', 'application', 'page', ',', 'the', 'general', 'principle', 'of', 'when', 'use', 'location', 'a', 'layout', 'scheme', 'for', 'each', 'category', 'consistently', '.', 'place']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O']"
"['Form', '.', 'to', 'back', 'send', 'and', 'Rejected', 'as', 'status', ')', 'Form', 'Treatment', '(', 'Claim', 'that', 'VSP', 'no', ';', 'claim', 'Road', '/', 'Street', '(', 'Address', ';', 'Gender', ';', 'Age', ';', 'Name', 'Patient', ';', 'Type', 'Patient', ';', 'Count', 'visit', ';', 'no', 'Voucher', ';', 'Name', 'VSP', ';', 'Date', 'Submitted', ';', 'no', 'District', ';', 'Lab', 'test', 'the', 'into', 'claim', 'of', 'entry', 'the', 'during', 'no', 'Contact', 'than', 'other', 'mandatory', 'be', 'system', 'information', 'master', 'above', 'all']","['I-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'I-class', 'B-class', 'O', 'B-class', 'O', 'B-class', 'I-attr', 'O', 'B-attr', 'B-attr', 'O', 'B-attr', 'O', 'B-attr', 'O', 'B-attr', 'O', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'B-attr', 'I-attr', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'I-attr', 'B-attr', 'O', 'O', 'O', 'O', 'B-class', 'I-attr', 'B-attr', 'O', 'O']"
"['be', 'to', 'be', 'implement', 'use', 'a', 'as', 'body', 'expect', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O']"
"['should', 'be', 'avoid', 'unless', 'they', 'provide', 'useful', 'content', 'a', 'or', 'about', 'the', 'application', 'state', 'to', 'the', 'user', '.', 'feedback', 'to', 'window', 'as', 'window', 'can', 'distract', ',', 'confuse', 'or', 'impede', 'user', 'new', 'for', 'variety', 'of', 'reason', '.', 'they']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['system', 'should', 'provide', 'warning', 'to', 'the', 'supervisor', 'about', 'faulty', 'temperature', '.', 'the']","['B-class', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'B-attr', 'O', 'O']"
"['.', '12', '-', '2', 'page', 'on', '2.7', 'be', 'of', 'spectrograph', 'slit', 'such', 'of', 'instance', 'each', 'however']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['implementation', '12', 'to', 'the', 'possible', 'use', 'of', 'pre', '-', 'refer', '.', 'of', 'call', 'i', ')', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['be', 'software', 'be', 'strictly', 'modular', ',', 'i.e.', 'the', 'functionality', 'of', 'must', 'but', ',', 'interface', 'the', 'size', 'of', 'the', 'interface', 'between', 'module', '.', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O']"
"['incorrect', 'the', 'receive', 'then', 'will', 'customer', 'the']","['O', 'O', 'O', 'O', 'O', 'B-class', 'O']"
"['email', 'to', 'detail', '5', 'Step', 'to', 'go']","['B-attr', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', ')', 'additional', 'with', 'supplement', 'be', 'purpose', 'of', 'location', 'dependent', 'addressing', 'will', 'be', 'for', 'base', 'the', 'cell', 'dependent', 'routing', '.', 'this']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Gemini', 'system', ',', 'be', 'and', '.', 'functional']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['SRS', 'shall', 'give', 'a', 'prototype', 'of', 'a', 'simulated', 'will', 'thermostat', 'verification', 'and', 'validation', 'of', 'themas', 'reliability', '.', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'observation', ',', 'this', 'be', 'the', 'operator', 'and', ',', 'monitor', ',', 'observer', 'the', 'through', 'system', 'the', 'ongoing', 'access', 'often', 'be', 'who', ',', 'Operator', 'Telescope', 'the', 'with', 'situation', 'typical', 'concurrently', 'mode', 'an', 'performance', 'administrative', 'use', '.', 'etc', ',', 'efficiency', ',', 'utilization', 'system', 'about', 'inquire', 'to', 'possible', 'be', 'it']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-class', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O']"
"['security', 'setting', 'of', 'the', 'report', 'entire', 'to', 'the', 'half', 'yearly', 'report', 'give', 'the', 'time', 'trend', 'of', 'the', 'abovementione', 'provision', 'indicator', 'each', 'provider', 'and', 'all', 'provider', 'combine', '.', 'the']","['O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'B-class', 'O', 'O', 'O']"
"['THEMAS', 'Parameters', 'thermostat', 'shall', 'have', 'a', 'unique', 'identifier', 'by', 'which', 'that', 'thermostat', 'be', 'identify', 'in', 'each', 'of', 'temperature', 'to', 'load', 'into', 'the', 'themas', 'system', 'during', 'the', 'initialization', 'process', '.', 'Operational']","['O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O']"
"['be', 'start', '-', 'and', 'up', 'shut', '-', 'down', 'procedure', 'that', 'must', 'exist', 'at', 'and', 'up', '-', 'start', 'possible', 'concurrency', 'in', 'system', 'operation', 'should', 'be', 'use', '.', 'good']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'system']","['O', 'O']"
"['remainder', 'of', 'the', 'command', 'provide', 'Parameter', 'origination', 'the', 'always', 'Target', 'may', 'be', 'a', 'speciﬁc', 'recipient', ',', 'a', 'Channel', ',', 'or', 'simply', 'a', 'Broadcast', ',', 'but', 'the', 'source', 'be', '.', 'state', 'of', 'the', 'command', 'to', 'ignore', 'control', 'command', ';', 'shutdown', 'the', 'be', 'subsystem', 'in', 'the', 'process', 'of', 'shut', 'down', ';', 'LOCKED', 'be', 'have', 'but', ',', 'run', 'at', 'maintenance', 'level', ';', 'SIMULATION', 'the', 'subsystem', 'be', 'run', 'in', 'simulation', 'mode', ';', 'DISABLE', 'the', 'subsystem', 'be', 'functional', 'an', 'be', 'interlock', 'on', 'operational', ',', 'but', 'currently', 'idle', ';', 'BUSY_ON', 'command', 'fully', 'the', 'be', 'work', ',', 'and', 'currently', 'process', 'the', 'indicate', 'subsystem', 'be', 'subsystem', 'the', 'this', 'subsystem', '.', 'Getstate']","['O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'I-attr', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'O', 'B-class', 'O', 'B-attr', 'O', 'O', 'B-attr', 'O', 'B-attr', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'B-class', 'O', 'O', 'B-class', 'O', 'O']"
"['fundamental', 'criterion', 'of', 'Gemini', 'workstation', 'to', 'be', 'database', 'must', 'support', 'both', 'remote', 'access', 'and', 'distribute', 'datum', '.', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'condition', 'storage', 'product', 'to', 'of', 'improve', 'quality', '.', 'capture', 'be', 'should', 'sample', '/', 'specimen', 'all', 'for', 'information', 'custody', 'of', 'chain']","['O', 'I-attr', 'I-attr', 'B-attr', 'O', 'I-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'B-class', 'O', 'O', 'I-attr', 'I-attr', 'I-attr', 'B-attr']"
"['themas', 'system', 'shall', 'compare', 'the', 'processing', 'report', 'value', 'to', 'the', 'temperature', 'setting', 'and', 'detect', 'when', 'the', 'temperature', 'value', 'exceed', 'the', 'temperature', 'specify', 'subsequent', 'output', 'limit', 'set', 'by', 'the', 'overtemperature', 'value', '.', 'temperature']","['O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'B-attr']"
"['ETCS', 'trainborne', 'be', 'regard', 'pantograph', 'and', 'language', '.', 'it']","['B-class', 'I-class', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O']"
"['cookie', '.', 'Sales', 'to', 'page', 'home', 'account', 'the', 'display', 'Person', ';', 'A2', '.', 'information', 'login', 'incorrect', 'enter', 'Person', 'Sales']","['O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'I-class', 'O', 'O', 'O', 'I-attr', 'B-attr', 'O', 'O', 'I-class', 'B-class']"
"['.', ')', 'of']","['O', 'O', 'O']"
"['for', 'in', 'and', 'Hilo', 'in', 'JACH', 'the', 'with', 'be', 'Chile', 'direct', 'this', 'Hawaii', 'on']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['can', 'be', 'divide', 'into', 'two', 'use', 'set', 'to', 'and', 'read', 'one', 'or', 'more', 'display', 'list', 'ﬁle', 'create', 'tool', 'by', ',', 'establish', 'communication', 'with', 'all', 'necessary', 'ioc', ',', 'EDD', 'this']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['['],['O']
"['be', 'originally', 'develop', 'at', 'the', 'Los', 'Alamos', '.', 'and', 'National', 'Laboratories', 'for', 'use', 'in', 'large', 'accelerator', 'control', 'Argonne', 'system', 'control', 'Gemini', 'Management', 'Plan', '.', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-class', 'B-class', 'O', 'O', 'O', 'O', 'O']"
"[';', 'FMWG', 'File', 'Portable', 'operating', 'System', 'Interface', 'for', 'Computing', 'Environments', ';', 'raid', 'Redundant', 'Array', 'of', 'Inexpensive', 'Disks', ';', 'RDA', 'Remote', 'POSIX', 'Database', ';', 'Project', ';', 'MIL', '-', 'STD', 'Military', 'Standard', ';', 'MSB', 'Most', 'significant', 'bit', ';', 'os', 'operating', 'System', ';', 'PM', 'Manager', 'Imagery', 'Access', 'RDBMS', 'Group', ';', 'SMM', 'Systems', 'Management', 'Manual', ';', 'SQL', 'Structured', 'Query', 'Language', ';', 'SRI', 'Standing', 'Request', 'for', 'Information', 'Working', ';', 'Technical', 'Security', 'Relational', 'Database', 'Management', 'System', ';', 'RISC', 'Reduced', 'Instruction', 'Set', 'Computer', ';', 'RTF', 'Rich', 'Text', 'Format', ';', 'SECTWG', 'Services', 'upon', 'and', ',', 'User', 'Interface', ';', 'HP', 'Hewlett', '-', 'Packard', ';', 'IAW', 'in', 'accordance', 'with', ';', 'ID', 'Identification', ';', 'I', 'Graphical', '/', 'GUI', 'shelf', 'Management', 'Working', 'Group', ';', 'GCCS', 'Global', 'Command', 'and', 'Control', 'Systems', ';', 'GOTS', 'Government', 'Off', '-', 'the', '-', ';', 'Geodesy', 'F', ';', 'Planning', 'and', 'Execution', 'System', ';', 'MAC', 'Mandatory', 'Access', 'Control', ';', 'Mbs', 'Megabytes', ';', 'MCG&I', 'Mapping', ',', 'Charting', 'coordinate', 'Interface', 'Joint', ';', 'if', 'Intell', 'Fusion', ';', 'i', '/', 'o', 'Input', '/', 'output', ';', 'JMCIS', 'Joint', 'Maritime', 'Command', 'Information', 'System', 'JOBES', 'information', 'Operation', 'parameter', 'parity', 'over', 'raid', '3', 'or', 'raid', '4', 'which', 'implementation', ',', 'and', 'raid', '6', '(', 'in', 'which', ')', 'in', '(', '5', 'disk', '.', 'raid']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['the'],['O']
"['start', '.', 'host', 'the', 'to', 'video', 'half', 'host', 'the']","['O', 'O', 'I-class', 'O', 'O', 'B-class', 'I-attr', 'B-attr', 'O']"
"['release', 'the', 'emergency', 'brake', 'ETCS', 'will', 'provide', 'the', 'supervision', 'appertaining', 'when', 'roll', 'away', 'brake', 'traction', 'emergency', 'release', 'the', 'traction', 'unit', 'have', 'come', 'to', 'a', 'standstill', ',', 'the', 'driver', 'shall', 'be', 'able', 'to', 'the', 'this']","['O', 'O', 'B-class', 'I-class', 'B-class', 'O', 'O', 'O', 'B-class', 'O', 'O', 'B-class', 'I-class', 'I-class', 'B-attr', 'B-class', 'O', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O']"
"[';', '.', 'Basic', '(', '1', 'Step', 'to', 'go']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['condition', '.', 'the', 'the', ',', 'tset']","['O', 'O', 'O', 'O', 'O', 'O']"
"['of', 'the', 'system', 'and', 'to', 'prevent', 'intrusion', 'from', 'the', 'wide', 'area', 'network', 'into', 'the', 'Gemini', '8', 'm', 'Telescopes', '.', 'be', 'part', 'destructive', 'it']","['O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['general', ',', 'operational', 'use', 'overhead', 'be', 'keep', 'as', 'low', 'as', 'possible', ',', 'to', 'must', ',', 'standard', 'Telescopes', 'space', 'requirement', ',', 'longevity', ',', 'and', 'speed', '.', 'this']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'information', 'address', 'and', ',', 'their', 'and', 'request', 'Server', 'deliver', 'shall', 'interface', 'web', 'the', 'via', 'user', 'Operations', 'for', 'online', 'install', 'shall']","['O', 'I-attr', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['condition', 'then', 'indicate', 'thermostat', '’s', 'current', 'temperature', 'setting', 'be', 'satisfied', '.', 'if']","['O', 'O', 'O', 'B-class', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'O', 'O']"
"['.', 'B1']","['O', 'O']"
"['goal', 'be', 'to', 'be', 'able', 'to', 'recreate', '.', 'the', 'in', 'a', 'observation', 'from', 'the', 'system', 'log', '.', 'step', 'index', 'and', 'timestampe', 'allow', 'for', 'statistic', 'on', 'system', 'availability', '.', 'log']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O']"
"['datum', 'and', 'astronomical', 'datum', 'have', 'already', 'network', 'be', 'in', 'the', 'Data', 'speciﬁcation', '(', 'see', 'section', '3.1', 'deﬁne', 'level', 'high', 'and', 'case', '.', 'however']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[')', 'SSL', '(', 'layer', 'socket', 'secure', 'encrypted', 'an', 'over', 'HTTP', ',', 'i.e.', 'browser', 'control', 'through', ':', 'row', 'the', 'tag', 'soft', 'only', 'perform', 'and', 'for', 'delete', 'allow', 'not', 'do', ';', 'server', 'and', 'client', 'hard', 'deletion', '.', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['any', 'Data', 'themas', 'system', 'shall', 'provide', 'the', 'supervisor', 'a', 'mechanism', 'to', 'change', 'the', 'temperature', 'setting', 'the', 'to', 'event', 'identify', 'a', 'continuous', 'series', 'of', 'alternate', '1000', 'Hz', 'and', '1500', 'Hz', 'beep', 'on', 'the', 'output', 'supervisor', 'computer', '.', 'each']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['interface', 'should', 'meet', 'its', 'requirement', 'and', 'recommendation', 'be', 'shall', 'available', 'all', '-', 'text', 'medium', 'object', ',', 'such', 'as', 'non', 'graphical', 'or', 'video', ',', 'should', 'be', 'provide', 'with', 'image', 'all', ':', 'object', 'page', 'as', 'a', 'link', 'to', 'the', 'home', 'page', '.', 'provide']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['appropriate', ',', 'these', 'check', 'should', 'be', 'to', 'give', 'project', ';', 'Conﬁguration', 'and', 'version', 'management', '.', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['must', 'be', 'provide', 'in', 'order', 'to', 'software', 'both', 'accidental', 'mix', '-', 'up', 'of', 'command', 'from', 'different', 'prevent', 'the', 'of', 'phase', 'quickly', 'to', 'a', 'safe', 'state', 'upon', 'detection', 'of', 'danger', '.', 'safety']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O']"
"['degrade', 'not', 'shall', 'equipment', 'slight', 'moisture', 'condensation', 'shall', 'not', 'lead', 'to', 'M', 'any', 'or', 'failure', '.', '(']","['O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['include', '.', ':', 'ID', 'Preparedness', 'Cross', 'Functional', 'Components', 'Requirements', '""', ',', 'available', 'at', 'www.cdc.gov/phin', '.', 'of', 'of', 'date', ',', 'address', ',', 'name', ',', 'Subject', 'collect', 'be', 'to', 'person', 'a', 'as', 'classify', 'be', 'may', 'entity']","['O', 'O', 'O', 'I-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-attr', 'I-attr', 'B-attr', 'O', 'B-attr', 'O', 'B-attr', 'O', 'B-attr', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-class']"
"['improve', 'over', 'exposure', 'which', 'during', 'and', 'testing', '.', 'performance']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['order', 'to', 'provide', 'an', 'operational', 'history', 'and', 'statistical', 'report', ',', 'this', 'process', 'shall', 'generate', 'an', 'event', 'each', 'setting', '’s', 'two', 'any', 'four', 'section', 'have', 'an', 'associated', 'software', 'configuration', 'item', ';', 'all', 'except', 'the', 'System', 'all']","['O', 'O', 'O', 'O', 'B-class', 'I-class', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'I-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O']"
"['be', '.', 'defacto', ';', 'portability', 'of', 'software', '(', 'target', 'hardware', 'independence', ')', ';', 'hardware', 'and', 'vendor', 'independence', ';', 'Use', 'of', 'industrial', 'and', 'standard', 'the', 'hazard', ';', '.', 'operating']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['be', 'be', 'as', 'and', 'of', 'where', ',', 'therefore', ',', 'raw', 'datum', 'will', 'not', 'and', 'be', 'as', 'such', ',', 'but', 'in', 'a', 'preprocesse', 'format', 'store', 'need', 'be', 'preprocessing', 'look', 'evaluation', '.', 'there']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'system', 'the', 'on', 'in', '-', 'log', 'be', 'must', 'Person', 'Sales']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-class', 'B-class']"
"['the', 'audit', 'trail', 'functionality', 'have', 'be', 'activate', ',', 'unchanged', 'the', 'must', 'track', 'event', 'without', 'manual', 'intervention', ',', 'and', 'store', 'in', 'System', 'delete', 'remain', 'its', 'any', 'user', ';', 'it', 'may', 'be', 'subject', 'to', 're', '-', 'content', 'department', 'copying', 'to', 'removable', 'medium', 'if', 'require', ',', 'so', 'long', 'as', 'and', 'store', 'by', 'the', ',', 'and', 'record', 'and', 'various', 'functionality', 'provide', 'within', 'the', 'system', 'file', '.', 'System', 'must', 'allow', 'the', 'user', 'to', 'limit', 'access', 'to', 'case', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'B-class', 'O']"
"['.', 'be', 'the', '-', 'call', 'function', 'the', 'of', 'activation', 'upon', ')', 'M', '(']","['O', 'O', 'O', 'I-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['call', 'for', 'a', 'homogeneous', 'be', 'user', ',', 'which', 'can', 'be', 'achieve', 'only', 'by', 'apply', 'interface', 'philosophy', 'same', 'the', 'operational', 'and', 'maintenance', 'reason', 'that', ',', 'in', 'spite', 'of', 'the', 'obvious', 'difference', 'of', 'the', 'setup', 'and', 'command', 'available', ',', 'essential', 'and', 'instal', 'be', '.', 'reconﬁguration']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O']"
"['.', 'result', 'the', 'navigate', 'to', 'user', 'box', 'the', 'start', 'host']","['O', 'B-class', 'O', 'O', 'O', 'B-class', 'I-class', 'O', 'O', 'B-class']"
